uniqSubId,vocabulary_score,spelling_score
Warwick_02/27/2012_15:49:57_22,0.7,0.670732
Warwick_02/27/2012_16:06:13_23,0.675,0.682927
Warwick_02/28/2012_14:50:27_~,0.725,0.841463
Warwick_02/28/2012_14:52:48_~,0.65,0.841463
Warwick_02/29/2012_11:59:22_26,0.625,0.865854
Warwick_02/29/2012_12:00:19_27,0.675,0.634146
Warwick_02/29/2012_12:56:25_29,0.75,0.768293
Warwick_02/29/2012_13:02:54_28,0.65,0.707317
Warwick_02/29/2012_14:01:20_30,0.65,0.597561
Warwick_02/29/2012_14:03:20_31,0.85,0.804878
Warwick_02/29/2012_14:51:44_32,0.825,0.926829
Warwick_02/29/2012_14:58:07_33,0.775,0.853659
Warwick_02/29/2012_16:00:14_34,0.65,0.573171
Warwick_02/29/2012_16:05:15_35,0.675,0.658537
Warwick_02/29/2012_17:09:05_37,0.775,0.756098
Warwick_02/29/2012_17:09:20_36,0.75,0.853659
Warwick_03/01/2012_11:02:07_38,0.7,0.621951
Warwick_03/01/2012_11:02:41_39,0.7,0.780488
Warwick_03/01/2012_11:55:11_41,0.7,0.768293
Warwick_03/01/2012_12:52:28_40,0.75,0.670732
Warwick_03/01/2012_13:02:48_42,0.75,0.719512
Warwick_03/01/2012_13:54:38_44,0.725,0.97561
Warwick_03/01/2012_13:58:31_43,0.775,0.804878
Warwick_03/02/2012_14:01:43_47,0.625,0.792683
Warwick_03/02/2012_14:55:37_49,0.675,0.865854
Warwick_03/02/2012_14:58:04_50,0.65,0.743902
Warwick_03/05/2012_14:48:36_51,0.7,0.841463
Warwick_03/05/2012_15:02:20_52,0.825,0.658537
Warwick_03/05/2012_17:58:03_54,0.875,0.865854
Warwick_03/07/2012_10:54:55_56,0.825,0.865854
Warwick_03/07/2012_11:02:34_57,0.6,0.573171
Warwick_03/07/2012_11:44:33_58,0.8,0.634146
Warwick_03/07/2012_12:03:26_59,0.725,0.707317
Warwick_03/07/2012_13:00:58_60,0.675,0.780488
Warwick_03/07/2012_15:52:47_61,0.775,0.792683
Warwick_03/07/2012_15:58:10_62,0.8,0.865854
Warwick_03/07/2012_16:50:40_64,0.8,0.707317
Warwick_03/07/2012_17:50:41_65,0.575,0.817073
Warwick_03/07/2012_17:59:44_66,0.775,0.865854
Warwick_03/14/2012_14:53:24_67,0.7,0.792683
Warwick_03/14/2012_15:52:54_68,0.625,0.804878
Warwick_03/14/2012_16:50:57_69,0.95,0.939024
Warwick_11/19/2012_10:00:48_~,0.8,0.878049
Warwick_11/19/2012_10:52:01_~,0.625,0.829268
Warwick_11/19/2012_11:00:20_~,0.85,0.658537
Warwick_11/20/2012_14:58:20_75,0.825,0.780488
Warwick_11/20/2012_14:58:41_74,0.825,0.853659
Warwick_11/20/2012_15:59:21_76,0.725,0.743902
Warwick_11/20/2012_16:58:17_77,0.85,0.780488
Warwick_11/21/2012_14:08:48_78,0.675,0.695122
Warwick_11/21/2012_14:10:20_79,0.575,0.780488
Warwick_11/21/2012_15:08:39_80,0.825,0.865854
Warwick_11/21/2012_15:23:39_81,0.7,0.853659
Warwick_11/21/2012_16:08:27_82,0.75,0.890244
Warwick_11/21/2012_17:01:34_83,0.8,0.780488
Warwick_11/21/2012_17:05:23_84,0.55,0.792683
Warwick_11/22/2012_13:18:47_85,0.575,0.585366
Warwick_11/23/2012_09:47:36_86,0.65,0.841463
Warwick_11/23/2012_09:58:48_87,0.725,0.780488
Warwick_11/23/2012_11:07:23_881,0.675,0.756098
Warwick_11/23/2012_11:08:47_89,0.725,0.780488
Warwick_11/27/2012_15:11:27_90,0.75,0.780488
Warwick_11/27/2012_16:03:03_91,0.775,0.817073
Warwick_11/27/2012_16:03:09_92,0.625,0.743902
Warwick_11/27/2012_16:51:00_94,0.775,0.829268
Warwick_11/27/2012_16:58:49_93,0.65,0.695122
Warwick_11/28/2012_14:15:09_96,0.825,0.914634
Warwick_11/28/2012_14:18:23_95,0.725,0.853659
Warwick_11/28/2012_15:11:33_98,0.75,0.804878
Warwick_11/28/2012_15:20:16_97,0.7,0.780488
Warwick_11/28/2012_16:12:31_99,0.725,0.890244
Warwick_11/28/2012_16:19:18_100,0.775,0.817073
Warwick_11/28/2012_17:13:06_101,0.675,0.682927
Warwick_11/29/2012_13:00:20_103,0.775,0.792683
Warwick_11/29/2012_13:57:52_102,0.65,0.804878
Warwick_11/30/2012_10:16:45_104,0.675,0.682927
Warwick_11/30/2012_11:11:30_105,0.7,0.804878
Warwick_11/30/2012_11:12:05_106,0.775,0.780488
Warwick_12/03/2012_10:05:54_107,0.725,0.756098
Warwick_12/03/2012_10:58:03_108,0.65,0.817073
Warwick_12/04/2012_15:09:10_109,0.725,0.914634
Warwick_12/04/2012_16:03:52_110,0.6,0.829268
Warwick_12/04/2012_16:06:39_111,0.75,0.731707
Warwick_12/04/2012_17:02:09_112,0.775,0.804878
Warwick_12/05/2012_14:12:04_113,0.575,0.646341
Warwick_12/05/2012_14:18:28_114,0.625,0.695122
Warwick_12/05/2012_15:07:22_115,0.675,0.780488
Warwick_12/05/2012_16:01:15_116,0.8,0.817073
Warwick_12/05/2012_17:01:16_117,0.75,0.768293
Warwick_12/06/2012_13:28:36_120,0.7,0.841463
Warwick_12/06/2012_13:31:39_118,0.675,0.768293
Warwick_12/07/2012_14:02:13_121,0.525,0.792683
Warwick_12/07/2012_14:05:15_120,0.8,0.731707
