targetNum,lexStatus,target,prime_cond1,prime_cond2,prime_cond3,prime_cond4,prime_cond5,prime_cond6,prime_cond7,prime_cond8,prime_cond9,prime_cond10,prime_cond11,prime_cond12,prime_cond13,prime_cond14,prime_cond15,prime_cond16,prime_cond17,prime_cond18,prime_cond19,prime_cond20,prime_cond21,prime_cond22,prime_cond23,prime_cond24,prime_cond25,prime_cond26,prime_cond27,prime_cond28
555,0,CAROEY,caroey,acroey,careoy,caroye,caeory,ceroay,caroy,caroe,caey,acorye,oeycar,oey,racyeo,oceayr,cyeora,iaroey,cajoey,caroei,crhoey,camtey,caruoey,carvzoey,cmsjly,pcaroey,caroeyi,carttoey,vbwiqp,siluth
556,0,CURBOL,curbol,ucrbol,crubol,curblo,cuobrl,corbul,crbol,curbo,cuol,ucbrlo,bolcur,bol,ruclob,bcoulr,clobru,purbol,cufbol,curbov,cubqol,cukvol,curkbol,curyqbol,cwmisl,icurbol,curbolm,curqqbol,zrtegd,daient
557,0,PASINK,pasink,apsink,pasnik,pasikn,pisank,pnsiak,pasik,pasin,pank,apiskn,inkpas,pas,sapkni,ipnaks,pknisa,gasink,pasirk,pasinm,pasvik,paxhnk,pasrink,pasqcink,pdbrck,gpasink,pasinku,pasccink,ugjfmt,rebtom
558,0,RASHET,rashet,arshet,raseht,rashte,raehst,reshat,rshet,rashe,raet,arhste,hetras,het,sarteh,hreats,rtehsa,pashet,ryshet,rashei,rahpet,raxiet,rasqhet,rasxghet,roqugt,frashet,rashetu,rasbbhet,ybvtdj,clound
559,0,RASTOE,rastoe,arstoe,ratsoe,rasteo,rtsaoe,rostae,rasoe,rasto,raoe,artseo,toeras,ras,sareot,troaes,reotsa,vastoe,rastke,raston,rahsoe,raivoe,rasxtoe,rasdvtoe,rcivge,nrastoe,rastoeb,raszztoe,kbamle,pumbly
560,0,CAVORY,cavory,acvory,cvaory,cavoyr,covary,crvoay,cavry,cavor,cary,acovyr,orycav,cav,vacyro,ocrayv,cyrova,qavory,cmvory,cavorh,casvry,caepry,cavxory,cavsqory,cnkpgy,dcavory,cavoryg,cavuuory,yzwlfp,pubein
561,0,KENSOM,kensom,eknsom,kenosm,kensmo,ksneom,konsem,kenom,kenso,keom,eksnmo,somken,som,nekmos,skoemn,kmosne,fensom,kenszm,kensob,kespom,kebrom,kenasom,kenpbsom,kiztdm,hkensom,kensoma,kenwwsom,qvbote,tarvic
562,0,CERAIL,cerail,ecrail,creail,cerali,careil,cirael,ceail,cerai,ceil,ecarli,ailcer,cer,reclia,acielr,cliare,herail,ceqail,ceraiu,cerzal,ceykil,cerbail,cernjail,cxowml,jcerail,cerails,cerkkail,nskrpv,smught
563,0,CHAITE,chaite,hcaite,chiate,chaiet,ciahte,ctaihe,chate,chait,chte,hciaet,itecha,cha,ahceti,icthea,cetiah,uhaite,chdite,chaito,chayie,chplte,charite,chasdite,cdlzke,lchaite,chaiten,chajjite,buxqzw,slongy
564,0,SNAPEL,snapel,nsapel,sanpel,snaple,spanel,seapnl,snpel,snape,snel,nspale,pelsna,sna,anslep,psenla,slepan,onapel,stapel,snapef,sahpel,snjhel,snavpel,snamqpel,sfgyzl,isnapel,snapelk,snattpel,oqapst,futior
565,0,BLARGE,blarge,lbarge,balrge,blareg,bralge,bgarle,blrge,blarg,blge,lbraeg,rgebla,bla,albegr,rbglea,begral,zlarge,biarge,blargy,blakre,blqkge,blaorge,blavdrge,bxsdke,tblarge,blargex,blaqqrge,qncxwi,schint
566,0,WHORAS,whoras,hworas,whoars,whorsa,wharos,waorhs,whoas,whora,whas,hwrosa,raswho,ras,ohwsar,rwahso,wsaroh,uhoras,wholas,whoraz,whrdas,whubas,whopras,whoxlras,wqkgns,dwhoras,whorasm,whojjras,bzhlqa,impect
567,0,CHRUMS,chrums,hcrums,chrmus,chrusm,chmurs,cmruhs,chrms,chrum,chms,hcursm,umschr,chr,rhcsmu,ucmhsr,csmurh,vhrums,chruzs,chrumw,chutms,chxwms,chraums,chrgaums,cdflqs,echrums,chrumsa,chrkkums,vxiywk,tepalf
568,0,YONEMA,yonema,oynema,ynoema,yoneam,yomena,ymneoa,yonea,yonem,yoma,oyenam,emayon,ema,noyame,eymoan,yameno,bonema,yonfma,yonemb,ynsema,yotcma,yonjema,yonsfema,yvptla,qyonema,yonemaq,yonllema,kljuvr,brilst
569,0,HATRUS,hatrus,ahtrus,hartus,hatrsu,haurts,hutras,hatrs,hatru,haus,ahrtsu,rushat,rus,tahsur,rhuast,hsurta,qatrus,hatous,hatrui,hatprs,hadzus,hatirus,hatnyrus,hlcgis,qhatrus,hatrusp,hatzzrus,cprhty,medion
570,0,CLATHE,clathe,lcathe,calthe,clateh,clhtae,chatle,clahe,clath,clhe,lctaeh,thecla,cla,alceht,tchlea,cehtal,wlathe,clfthe,clathq,clvahe,clkwhe,cladthe,clakothe,cjxzme,dclathe,clathej,clannthe,dgknry,pruism
571,0,PIERGY,piergy,ipergy,piegry,pieryg,preigy,pgeriy,pirgy,pierg,pigy,ipreyg,rgypie,rgy,eipygr,rpgiye,pygrei,biergy,pieray,piergv,piefry,pilmgy,pielrgy,piecqrgy,pazbhy,lpiergy,piergyv,pieuurgy,gbiykw,malcon
572,0,SLIANT,sliant,lsiant,silant,sliatn,sailnt,snialt,siant,slian,slnt,lsaitn,antsli,sli,ilstna,asnlti,stnail,hliant,sliunt,slianx,sldint,slcunt,slieant,slicgant,sxecht,csliant,sliantj,sliqqant,hbtjqc,uproke
573,0,CUTMAX,cutmax,uctmax,cutamx,cutmxa,cmtuax,catmux,ctmax,cutma,cuax,ucmtxa,maxcut,max,tucxam,mcauxt,cxamtu,vutmax,cutfax,cutmaz,cumkax,cufnax,cutpmax,cutsemax,chnvqx,bcutmax,cutmaxp,cutzzmax,dgihqc,hedong
574,0,CLUREY,clurey,lcurey,clruey,clurye,cleruy,ceurly,clrey,clure,cley,lcruye,reyclu,rey,ulcyer,rcelyu,cyerul,nlurey,cqurey,cluref,clrkey,clniey,cluwrey,cluxjrey,ctwxhy,zclurey,clureyf,cluoorey,vniroj,vaints
575,0,COWISE,cowise,ocwise,coiwse,cowies,cosiwe,cswioe,cowse,cowis,cose,ociwes,isecow,ise,wocesi,icsoew,cesiwo,vowise,couise,cowism,cwmise,cotxse,cowlise,cowxzise,cbnlje,gcowise,cowisea,cowggise,wtkifz,tambly
576,0,COLURY,colury,oclury,coulry,coluyr,culory,crluoy,clury,colur,cory,oculyr,urycol,ury,locyru,ucroyl,cyrulo,volury,coaury,colurk,clpury,coahry,colmury,colhqury,ctfhiy,zcolury,coluryk,colbbury,aftdng,bainge
577,0,COLERY,colery,oclery,colrey,coleyr,celory,crleoy,colry,coler,cory,ocelyr,erycol,ery,locyre,ecroyl,cyrelo,xolery,cqlery,colerz,clmery,cohdry,coltery,colptery,cikzjy,vcolery,coleryw,colqqery,spvnik,buitax
578,0,ROUPLY,rouply,oruply,roulpy,roupyl,rpuoly,rlupoy,ruply,roupl,roly,orpuyl,plyrou,rou,uorylp,prloyu,rylpuo,aouply,rouwly,roupls,roucpy,rovkly,roubply,rouixply,rzbgty,mrouply,rouplyk,roueeply,usbdvw,indeat
579,0,CINSEY,cinsey,icnsey,cnisey,cinsye,ciesny,censiy,ciney,cinse,ciey,icsnye,seycin,cin,nicyes,sceiyn,cyesni,zinsey,cinsoy,cinset,cnhsey,ciwbey,cindsey,cinlbsey,cjvrqy,jcinsey,cinseya,cinddsey,hwidgc,morawl
580,0,PORLEX,porlex,oprlex,prolex,porlxe,plroex,perlox,polex,porle,poex,oplrxe,lexpor,por,ropxel,lpeoxr,pxelro,dorlex,podlex,porleg,pomrex,pozjex,pornlex,porumlex,pvhtwx,vporlex,porlexb,porfflex,gtvdpa,fabind
581,0,NOUPLY,nouply,onuply,nopuly,noupyl,npuoly,nlupoy,nouly,noupl,noly,onpuyl,plynou,nou,uonylp,pnloyu,nylpuo,jouply,nouily,nouplr,noumpy,noqkly,noutply,nouvdply,nazqxy,jnouply,nouplyt,noummply,vuzrbd,rabish
582,0,PAURSE,paurse,apurse,puarse,paures,pruase,psurae,paure,paurs,pase,aprues,rsepau,pau,uapesr,rpsaeu,pesrua,vaurse,paurde,paursg,paudre,pahnse,pauorse,paukjrse,pijgfe,mpaurse,paurseg,pauoorse,zkbqyu,chingo
583,0,SPADLE,spadle,psadle,sapdle,spadel,sdaple,sladpe,sadle,spadl,sple,psdael,dlespa,dle,apseld,dslpea,seldap,rpadle,spaile,spadly,spawde,spixle,spajdle,spawjdle,sgbjte,yspadle,spadlec,spawwdle,qcfwdz,whobit
584,0,CRUDIO,crudio,rcudio,crduio,crudoi,cdurio,ciudro,cruio,crudi,crio,rcduoi,diocru,cru,urcoid,dcirou,coidur,erudio,crudzo,crudiq,crujdo,crlyio,cruydio,crufxdio,cvhjko,lcrudio,crudiow,cruyydio,kmvaqu,psylem
585,0,DAINGE,dainge,adinge,diange,daineg,dniage,dginae,daige,daing,dage,adnieg,ngedai,nge,iadegn,ndgaei,degnia,lainge,dainqe,daingz,daizne,dalwge,daixnge,daicknge,dmwxce,zdainge,daingeu,daiccnge,yjimfq,slorch
586,0,GRUISH,gruish,rguish,gurish,gruihs,giursh,gsuirh,gruih,gruis,grsh,rgiuhs,ishgru,ish,urghsi,igsrhu,ghsiur,yruish,gduish,gruisy,gruqih,grjxsh,grueish,grutpish,geqvbh,zgruish,gruishe,grujjish,hsudny,jackle
587,0,DUSTEM,dustem,udstem,dutsem,dustme,dtsuem,destum,dustm,duste,duem,udtsme,temdus,tem,sudmet,tdeums,dmetsu,zustem,duftem,dustep,dutlem,dulhem,dusitem,dusxptem,dxoijm,ydustem,dustemc,dusjjtem,lvmphk,pagion
588,0,CAINKY,cainky,acinky,cianky,cainyk,cakniy,ckinay,cinky,caink,caky,acniyk,nkycai,cai,iacykn,nckayi,cyknia,lainky,caiuky,cainkj,caijny,caoeky,caixnky,caivlnky,czgmry,rcainky,cainkyz,caittnky,dwhtmv,leporm
589,0,DANIET,daniet,adniet,dainet,danite,dinaet,deniat,daiet,danie,daet,adinte,ietdan,dan,nadtei,ideatn,dteina,raniet,danmet,daniey,daznet,dabcet,dangiet,dancbiet,dpxwvt,fdaniet,danietz,danzziet,blmxqf,flocur
590,0,DETROS,detros,edtros,dteros,detrso,deorts,dotres,detrs,detro,deos,edrtso,rosdet,det,tedsor,rdoest,dsorte,xetros,delros,detrou,deruos,dexuos,detgros,detjzros,dimfhs,xdetros,detrosh,detjjros,ocvyml,puncia
591,0,DESARI,desari,edsari,dseari,desair,derasi,drsaei,deari,desar,deri,edasir,arides,ari,sedira,adreis,dirase,pesari,desyri,desarh,deajri,deqyri,desuari,desybari,dulwji,jdesari,desaric,desvvari,rwqcsz,blonch
592,0,LUPICT,lupict,ulpict,lupcit,lupitc,lipuct,lcpiut,lupit,lupic,luct,uliptc,ictlup,lup,pultci,ilcutp,ltcipu,supict,lupwct,lupicz,lpvict,lunfct,lupkict,lupaxict,lmhxzt,vlupict,lupictx,lupggict,wkrgqc,harods
593,0,GEILOY,geiloy,egiloy,gelioy,geilyo,glieoy,goiley,geloy,geilo,geoy,egliyo,loygei,loy,iegyol,lgoeyi,gyolie,meiloy,geilay,geiloc,geisly,gezaoy,geimloy,geishloy,ghkndy,sgeiloy,geiloyu,geiqqloy,yqhxkw,hunark
594,0,DESORY,desory,edsory,deosry,desoyr,dosery,drsoey,desry,desor,dery,edosyr,orydes,ory,sedyro,odreys,dyrose,gesory,desmry,desorf,dexsry,deunry,deskory,desuiory,dbwpny,adesory,desoryj,desxxory,wgvqra,thigma
595,0,DESITA,desita,edsita,destia,desiat,diseta,dtsiea,desia,desit,deta,edisat,itades,ita,sedati,idteas,datise,gesita,demita,desitz,deslia,derpta,desoita,desfhita,djhlra,gdesita,desitab,desccita,wjlzpc,rockup
596,0,VETACY,vetacy,evtacy,vetcay,vetayc,vatecy,vctaey,vetay,vetac,vecy,evatyc,acyvet,acy,tevyca,avceyt,vycate,uetacy,vemacy,vetacu,veadcy,veprcy,vetdacy,vetxkacy,vkmgzy,uvetacy,vetacyh,vetkkacy,bavhdw,dilurb
597,0,DETANG,detang,edtang,dteang,detagn,denatg,dntaeg,detag,detan,deng,edatgn,angdet,det,tedgna,adnegt,dgnate,metang,ditang,detanw,dtcang,deiqng,detsang,detbfang,dbxqog,bdetang,detangv,dethhang,znkqxv,irouch
598,0,DEROIN,deroin,edroin,deorin,deroni,deiorn,diroen,droin,deroi,dein,edorni,oinder,der,rednio,odienr,dniore,ueroin,dergin,deroix,dehrin,dexsin,derhoin,derkwoin,dgfpvn,wderoin,deroinb,deruuoin,wlrodp,falcum
599,0,DEVOIT,devoit,edvoit,deovit,devoti,deiovt,divoet,deoit,devoi,deit,edovti,oitdev,dev,vedtio,odietv,dtiove,aevoit,devoqt,devoih,dvgoit,deuhit,devsoit,devyzoit,dalskt,adevoit,devoitg,devaaoit,quimhx,lugasy
600,0,MIABER,miaber,imaber,miaebr,miabre,mbaier,meabir,miaer,miabe,mier,imbare,bermia,ber,aimreb,bmeira,mrebai,kiaber,mifber,miabez,miqaer,mizler,miahber,miaotber,mcohlr,xmiaber,miaberh,miawwber,matdxh,clount
601,0,BIGENT,bigent,ibgent,biegnt,bigetn,binegt,bngeit,bignt,bigen,bint,ibegtn,entbig,ent,gibtne,ebnitg,btnegi,sigent,bigelt,bigend,bigret,biqfnt,bigrent,bigyqent,bfszwt,lbigent,bigentp,bigppent,hbqwox,lourdy
602,0,WILATE,wilate,iwlate,wiltae,wilaet,walite,wtlaie,wlate,wilat,wite,iwalet,atewil,wil,liweta,awtiel,wetali,vilate,wilmte,wilatq,wldate,wiovte,wilkate,wiluoate,wqzone,gwilate,wilatek,wiljjate,nywdbc,coburn
603,0,PHRECT,phrect,hprect,pherct,phretc,phcert,pcreht,prect,phrec,phct,hpertc,ectphr,phr,rhptce,epchtr,ptcerh,ahrect,phrent,phreci,prnect,phqdct,phryect,phrwiect,pgmvwt,iphrect,phrectu,phrvvect,bnswcl,flauds
604,0,DISTAR,distar,idstar,disatr,distra,dtsiar,dastir,disar,dista,diar,idtsra,tardis,dis,sidrat,tdairs,dratsi,listar,dictar,distau,dishtr,dilyar,disotar,dislktar,dcjlzr,mdistar,distarx,disootar,vwqjgf,bomple
605,0,DERAIN,derain,edrain,dreain,derani,deiarn,diraen,deran,derai,dein,edarni,ainder,der,rednia,adienr,dniare,qerain,deragn,deraif,deprin,defmin,dervain,derjqain,dmztln,sderain,derainz,derjjain,gholai,hocust
606,0,CRAGIN,cragin,rcagin,craign,cragni,cgarin,ciagrn,cagin,cragi,crin,rcgani,gincra,cra,arcnig,gcirna,cnigar,xragin,crlgin,cragiy,crvain,crktin,crasgin,crakygin,cbqhxn,xcragin,craginp,craddgin,civgkm,bufthe
607,0,GLENCH,glench,lgench,glnech,glenhc,glcneh,gcenlh,glech,glenc,glch,lgnehc,nchgle,nch,elghcn,ngclhe,ghcnel,wlench,gbench,glencz,glnuch,gldsch,glewnch,gleaknch,gozuth,qglench,glenchz,gleiinch,dmsnjz,parmit
608,0,AUBLEX,aublex,uablex,aubelx,aublxe,albuex,aeblux,aulex,auble,auex,ualbxe,lexaub,aub,buaxel,laeuxb,axelbu,wublex,aublzx,aubley,auhbex,auzjex,aubglex,aubthlex,aqwovx,paublex,aublexq,aubyylex,jgqfak,gnotic
609,0,RUNAMO,runamo,urnamo,ruanmo,runaom,rumano,rmnauo,runmo,runam,rumo,uranom,amorun,amo,nuroma,armuon,romanu,junamo,rugamo,runamt,runyao,ruzsmo,runfamo,runyjamo,rdybwo,drunamo,runamog,runccamo,jmpyxk,scidge
610,0,UNBRYO,unbryo,nubryo,ubnryo,unbroy,urbnyo,uybrno,unbyo,unbry,unyo,nurboy,ryounb,ryo,bnuoyr,ruynob,uoyrbn,cnbryo,unbayo,unbryz,ubdryo,unetyo,unbqryo,unbptryo,ulhevo,funbryo,unbryov,unbeeryo,zwgelb,kafect
611,0,AMILOY,amiloy,mailoy,amlioy,amilyo,alimoy,aoilmy,amloy,amilo,amoy,maliyo,loyami,ami,imayol,laomyi,ayolim,wmiloy,amilgy,amiloc,amitly,amcroy,amidloy,amiqwloy,abqewy,zamiloy,amiloyd,aminnloy,tinfmy,grench
612,0,KNISMA,knisma,nkisma,knsima,knisam,ksinma,kmisna,knsma,knism,knma,nksiam,smakni,kni,inkams,skmnai,kamsin,cnisma,knisfa,knismv,kitsma,knghma,knifsma,knixhsma,kcdxfa,qknisma,knismap,kniccsma,jumvpl,tepold
613,0,ANOUGS,anougs,naougs,anogus,anousg,auongs,agouns,anogs,anoug,angs,nauosg,ugsano,ugs,onasgu,uagnso,asguon,mnougs,aeougs,anougw,anorus,anjlgs,anocugs,anotrugs,airfes,lanougs,anougsy,anollugs,emybgs,vectim
614,0,EQUATS,equats,qeuats,eqauts,equast,eauqts,etuaqs,euats,equat,eqts,qeaust,atsequ,equ,uqesta,aetqsu,estauq,iquats,epuats,equatb,eqjuts,eqrgts,equgats,equfkats,eriyms,cequats,equatsc,equiiats,btwezx,kichor
615,0,ESCOUP,escoup,secoup,escuop,escopu,eocsup,eucosp,escop,escou,esup,seocpu,oupesc,oup,csepuo,oeuspc,epuocs,qscoup,escoap,escouy,ecboup,esvzup,escioup,escmboup,enfhmp,xescoup,escoupg,escffoup,lxpdev,tabrid
616,0,OTHNIS,othnis,tohnis,otnhis,othnsi,onhtis,oihnts,ohnis,othni,otis,tonhsi,nisoth,oth,htosin,noitsh,osinht,bthnis,othnvs,othnil,otrhis,otbgis,othynis,othwanis,oycbjs,jothnis,othnisd,othkknis,ohkycb,caplex
617,0,GHODUS,ghodus,hgodus,ghouds,ghodsu,gdohus,guodhs,ghous,ghodu,ghus,hgdosu,dusgho,dus,ohgsud,dguhso,gsudoh,rhodus,ghodks,ghodur,ghxous,ghyfus,ghowdus,ghokfdus,geyqvs,wghodus,ghodusx,ghoqqdus,kwxgsz,tabern
618,0,GROTIC,grotic,rgotic,groitc,grotci,gtoric,giotrc,grtic,groti,gric,rgtoci,ticgro,gro,orgcit,tgirco,gcitor,krotic,grouic,grotiu,grtbic,grzfic,grojtic,groletic,ghawsc,fgrotic,groticw,grozztic,vlhcwy,halden
619,0,EXPARM,exparm,xeparm,expram,expamr,exrapm,erpaxm,exarm,expar,exrm,xeapmr,armexp,exp,pxemra,aerxmp,emrapx,lxparm,expurm,exparb,epdarm,exiorm,expgarm,expusarm,ebtdum,yexparm,exparmz,expggarm,jklzch,dilots
620,0,EMPOST,empost,mepost,empsot,empots,eopmst,espomt,empot,empos,emst,meopts,ostemp,ost,pmetso,oesmtp,etsopm,umpost,evpost,emposy,emofst,emnfst,empwost,empliost,evbqkt,wempost,empostu,empffost,sdtvxh,nablic
621,0,EATRIC,eatric,aetric,eartic,eatrci,eairtc,eitrac,earic,eatri,eaic,aertci,riceat,ric,taecir,reiact,ecirta,qatric,eamric,eatrid,etnric,eaopic,eatfric,eatugric,egdbzc,geatric,eatrico,eatvvric,wzjxfe,blonzy
622,0,FACHOW,fachow,afchow,fahcow,fachwo,faohcw,fochaw,fchow,facho,faow,afhcwo,howfac,fac,cafwoh,hfoawc,fwohca,uachow,fpchow,fachoy,fajcow,fajmow,facmhow,facdghow,fxgisw,nfachow,fachowl,factthow,rygpcq,genilt
623,0,FALCES,falces,aflces,falecs,falcse,faecls,felcas,falcs,falce,faes,afclse,cesfal,ces,lafsec,cfeasl,fsecla,walces,fakces,falcem,falzcs,fadnes,faloces,falvmces,fpvkms,ofalces,falcesk,falmmces,gftiko,inthor
624,0,DAMILT,damilt,admilt,daimlt,damitl,dalimt,dlmiat,dmilt,damil,dalt,adimtl,iltdam,ilt,madtli,idlatm,dtlima,oamilt,dumilt,damilv,dainlt,dahylt,damqilt,damfsilt,dwjgpt,jdamilt,damiltc,damffilt,ftpxzm,jerbon
625,0,FARINY,fariny,afriny,frainy,fariyn,firany,fnriay,farny,farin,fany,afiryn,inyfar,iny,rafyni,ifnayr,fynira,mariny,fhriny,farinj,frliny,faxzny,farkiny,farlkiny,fbmvky,wfariny,farinyd,farhhiny,xzfnqp,becoud
626,0,FOURET,fouret,ofuret,fouert,fourte,fruoet,feurot,furet,foure,foet,ofrute,retfou,fou,uofter,rfeotu,fteruo,kouret,foupet,fourew,fobuet,fozmet,fouhret,founjret,flmdjt,bfouret,foureti,foullret,lfsagu,sachid
627,0,VETUSH,vetush,evtush,veutsh,vetuhs,vutesh,vstueh,vetsh,vetus,vesh,evuths,ushvet,ush,tevhsu,uvseht,vhsute,ietush,vetpsh,vetusx,vtoush,vefrsh,vetxush,vetznush,vpabkh,qvetush,vetusho,vetqqush,icygjb,norgid
628,0,SWANCE,swance,wsance,swnace,swanec,swcnae,scanwe,swnce,swanc,swce,wsnaec,nceswa,swa,awsecn,nscwea,secnaw,fwance,sjance,swancp,swnice,swqpce,swaince,swagqnce,sqiuoe,oswance,swancek,swajjnce,kjwrlx,gluirm
629,0,HIGSTA,higsta,ihgsta,hisgta,higsat,hsgita,htgsia,higsa,higst,hita,ihsgat,stahig,hig,gihats,shtiag,hatsgi,figsta,higsda,higste,hisdta,hiynta,higrsta,hignwsta,hcwqva,fhigsta,higstaq,higbbsta,kqvdwh,poncer
630,0,MILUER,miluer,imluer,mileur,milure,mieulr,meluir,mluer,milue,mier,imulre,uermil,mil,limreu,umeirl,mreuli,giluer,milwer,milueh,mildur,mihger,milwuer,milgxuer,mfncsr,hmiluer,miluery,milccuer,djpmut,poctas
631,0,MINGAR,mingar,imngar,mignar,mingra,miagnr,mangir,migar,minga,miar,imgnra,garmin,gar,nimrag,gmairn,mragni,pingar,misgar,mingat,mijnar,mivlar,minsgar,minezgar,mbduqr,ymingar,mingarc,minffgar,dflgsb,doshel
632,0,FLAUSH,flaush,lfaush,falush,flauhs,fualsh,fsaulh,faush,flaus,flsh,lfuahs,ushfla,fla,alfhsu,ufslha,fhsual,zlaush,fbaush,flausy,flrash,flwqsh,flavush,flabzush,fcdgjh,vflaush,flaushe,flaooush,ynhpwd,medong
633,0,FLIANT,fliant,lfiant,flinat,fliatn,failnt,fnialt,fiant,flian,flnt,lfaitn,antfli,fli,ilftna,afnlti,ftnail,wliant,flpant,flianz,flisat,flyent,flirant,flipvant,fgejpt,qfliant,fliantc,fliccant,fenocx,umpors
634,0,WRIMSY,wrimsy,rwimsy,wrismy,wrimys,wmirsy,wsimry,wrimy,wrims,wrsy,rwmiys,msywri,msy,irwysm,mwsryi,wysmir,krimsy,wrimpy,wrimsd,wiumsy,wrbvsy,wrixmsy,wrixhmsy,wdgeby,vwrimsy,wrimsyx,wrizzmsy,judgvo,potach
635,0,BEINCH,beinch,ebinch,benich,beinhc,bniech,bcineh,beinh,beinc,bech,ebnihc,nchbei,bei,iebhcn,nbcehi,bhcnie,peinch,beixch,beincv,benwch,bejpch,beignch,beiupnch,bulfsh,zbeinch,beinchv,beiffnch,exmknh,aplout
636,0,FLOKEN,floken,lfoken,floekn,flokne,flekon,feokln,flokn,floke,flen,lfkone,kenflo,flo,olfnek,kfelno,fnekol,xloken,floyen,flokeh,flopkn,flrten,floxken,florpken,ftxdhn,mfloken,flokenc,floccken,hoafxv,bicard
637,0,FLUMNI,flumni,lfumni,fulmni,flumin,flnmui,fnumli,flumi,flumn,flni,lfmuin,mniflu,mni,ulfinm,mfnliu,finmul,blumni,fsumni,flumnc,fluvmi,fljbni,flurmni,flurymni,fsoqki,cflumni,flumniv,flussmni,udsxye,verasy
638,0,COUDLE,coudle,ocudle,coulde,coudel,cduole,cludoe,cudle,coudl,cole,ocduel,dlecou,cou,uoceld,dcloeu,celduo,soudle,coudre,coudln,cozule,coqble,coundle,coufqdle,cjixhe,zcoudle,coudlet,coukkdle,wtfhzg,fabing
639,0,NOBEST,nobest,onbest,nobset,nobets,nosebt,nsbeot,nbest,nobes,nost,onebts,estnob,est,bontse,ensotb,ntsebo,xobest,nzbest,nobesw,noefst,nozdst,nobkest,nobywest,nivukt,fnobest,nobestj,nobllest,jasdwo,fridal
640,0,FOUCER,foucer,ofucer,fouecr,foucre,fcuoer,feucor,foucr,fouce,foer,ofcure,cerfou,cer,uofrec,cfeoru,frecuo,youcer,foucsr,foucez,fuhcer,fotber,fouxcer,fouxwcer,flwkjr,dfoucer,foucerd,fouwwcer,eajguq,diphan
641,0,FLENGY,flengy,lfengy,felngy,flenyg,fnelgy,fgenly,fleny,fleng,flgy,lfneyg,ngyfle,ngy,elfygn,nfglye,fygnel,qlengy,fsengy,flengi,flevny,flpqgy,fledngy,fletangy,fdboxy,kflengy,flengyw,flexxngy,puvdqf,harvix
642,0,GUESCO,guesco,ugesco,geusco,guesoc,gucseo,gcesuo,gueco,guesc,guco,ugseoc,scogue,sco,eugocs,sgcuoe,gocseu,vuesco,gueqco,guescn,gufeco,gulpco,guebsco,guezmsco,gwpkro,yguesco,guescon,guemmsco,ldjvkx,myrint
643,0,WRIENS,wriens,rwiens,wrines,wriesn,weirns,wniers,wiens,wrien,wrns,rweisn,enswri,ens,irwsne,ewnrsi,wsneir,uriens,wrihns,wrienb,wrekns,wrljns,wridens,wriuvens,wypvcs,lwriens,wriensl,wrimmens,ckozbl,jambol
644,0,ORIGHS,orighs,roighs,orgihs,origsh,orhgis,ohigrs,oighs,origh,orhs,rogish,ghsori,ghs,iroshg,gohrsi,oshgir,mrighs,oeighs,oright,oijghs,ornyhs,orieghs,orikeghs,olbmks,corighs,orighsd,orittghs,ugmkij,tackel
645,0,BRUNGE,brunge,rbunge,burnge,bruneg,brgnue,bgunre,bunge,brung,brge,rbnueg,ngebru,nge,urbegn,nbgreu,begnur,vrunge,brunhe,brungh,brnvge,brwhge,bruynge,bruylnge,btswze,ibrunge,brungeq,bruqqnge,kmygnf,yachid
646,0,FROPID,fropid,rfopid,forpid,fropdi,fporid,fioprd,frpid,fropi,frid,rfpodi,pidfro,pid,orfdip,pfirdo,fdipor,aropid,fropqd,fropib,frpeid,frnyid,froypid,frokxpid,fsxwhd,cfropid,fropidj,frollpid,ysduhp,tucale
647,0,FRUTAN,frutan,rfutan,frtuan,frutna,fturan,fautrn,frutn,fruta,fran,rftuna,tanfru,fru,urfnat,tfarnu,fnatur,zrutan,frutyn,frutao,fruotn,friman,fruotan,fruqmtan,fkwizn,pfrutan,frutani,fruggtan,zafyhq,dishom
648,0,FUROLE,furole,ufrole,fruole,furoel,fulore,flroue,furle,furol,fule,uforel,olefur,ole,rufelo,ofluer,feloru,purole,ftrole,furola,furxoe,fuxyle,furgole,furxqole,fhjsge,zfurole,furolez,furnnole,xfaqnz,sahind
649,0,SURDEN,surden,usrden,suredn,surdne,suedrn,serdun,suren,surde,suen,usdrne,densur,sur,rusned,dseunr,snedru,turden,sxrden,surdev,supren,sulaen,surlden,surahden,spjocn,lsurden,surdent,survvden,ufbpwm,fachom
650,0,GARLET,garlet,agrlet,gralet,garlte,gaelrt,gerlat,galet,garle,gaet,aglrte,letgar,gar,ragtel,lgeatr,gtelra,narlet,gnrlet,garles,garolt,gaxnet,gardlet,garqklet,gsfzht,cgarlet,garletf,garsslet,umyqvt,choids
651,0,VENIAD,veniad,evniad,veinad,venida,vinead,vanied,vniad,venia,vead,evinda,iadven,iad,nevdai,ivaedn,vdaine,keniad,venwad,veniam,venqid,vehjad,venuiad,venyriad,vgfypd,fveniad,veniadc,venkkiad,lygadw,florch
652,0,GANOUS,ganous,agnous,ganuos,ganosu,gonaus,gunoas,gaous,ganou,gaus,agonsu,ousgan,gan,nagsuo,oguasn,gsuona,yanous,gabous,ganouk,gaobus,gajeus,ganqous,ganilous,gtwchs,xganous,ganousw,ganrrous,ltipmc,wipect
