experiment,participant_id,trial_label,trial_order,phase_id,stimulus,response,emotion,rt,age,gender,rt_measure
martineztomas2026_discrete_emotionality_exp1,exp1_22,exp1_t12,12,production,lotería,lumoría,happiness,46145.6,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_22,exp1_t13,13,production,insulto,inmulmo,anger,160713.6,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_22,exp1_t14,14,production,lejanía,fridanía,sadness,33595.6,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_22,exp1_t15,15,production,espada,istada,fear,19560.9,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_22,exp1_t16,16,production,prisión,frition,fear,31275.6,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_22,exp1_t17,17,production,basura,tachursa,disgust,14048.4,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_22,exp1_t18,18,production,añoranza,amomorar,sadness,45330.6,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_22,exp1_t19,19,production,visión,bitisión,happiness,59521.6,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_22,exp1_t20,20,production,cadáver,katawer,sadness,42044.2,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_22,exp1_t21,21,production,veneno,besteso,fear,32229.2,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_23,exp1_t0,0,production,piojos,guibes,disgust,44588.2,21,male,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_23,exp1_t1,1,production,pistola,jonca,fear,22001.8,21,male,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_23,exp1_t2,2,production,insulto,popla,anger,85446.8,21,male,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_23,exp1_t3,3,production,mendigo,gistapo,sadness,24866.7,21,male,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_23,exp1_t4,4,production,intruso,dastro,fear,19165.8,21,male,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_23,exp1_t5,5,production,lejanía,llorasca,sadness,26545.9,21,male,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_23,exp1_t6,6,production,cadáver,cháfuzo,sadness,27059.2,21,male,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_23,exp1_t7,7,production,añoranza,cundeta,sadness,80106.7,21,male,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_23,exp1_t8,8,production,veneno,yuque,fear,34556.7,21,male,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_23,exp1_t9,9,production,ruina,tulca,sadness,61892.5,21,male,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_23,exp1_t10,10,production,basura,plitona,disgust,42036.9,21,male,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_23,exp1_t11,11,production,enfadado,hitoso,anger,10555.3,21,male,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_23,exp1_t12,12,production,lotería,freba,happiness,18300.3,21,male,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_23,exp1_t13,13,production,rabia,lleja,anger,60670.5,21,male,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_23,exp1_t14,14,production,censura,nerfepa,disgust,24127.7,21,male,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_23,exp1_t15,15,production,espada,litástula,fear,24916.4,21,male,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_23,exp1_t16,16,production,novio,bonrru,happiness,13164.8,21,male,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_23,exp1_t17,17,production,prisión,creña,fear,62690.1,21,male,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_23,exp1_t18,18,production,carnaval,numberielo,happiness,38130.6,21,male,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_23,exp1_t19,19,production,rumor,gresto,anger,11237.8,21,male,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_23,exp1_t20,20,production,eufórico,cutérato,happiness,41454.9,21,male,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_23,exp1_t21,21,production,tabaco,durcol,disgust,62822,21,male,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_23,exp1_t22,22,production,hedor,zarfe,disgust,17352.7,21,male,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_24,exp1_t0,0,production,novio,plareja,happiness,9330,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_24,exp1_t1,1,production,pistola,piumpium,fear,18260,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_24,exp1_t2,2,production,cadáver,muelto,sadness,8045,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_24,exp1_t3,3,production,carnaval,planarval,happiness,16994,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_24,exp1_t4,4,production,visión,clision,happiness,12927,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_24,exp1_t5,5,production,veneno,clespiente,fear,7475,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_24,exp1_t6,6,production,censura,clentusa,disgust,7327,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_24,exp1_t7,7,production,basura,desclecho,disgust,26191,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_24,exp1_t8,8,production,añoranza,planoranca,sadness,27277,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_24,exp1_t9,9,production,rumor,clisme,anger,8045,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_24,exp1_t10,10,production,ruina,pluina,sadness,27063,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_24,exp1_t11,11,production,espada,flashclin,fear,11078,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_24,exp1_t12,12,production,enfadado,furuñero,anger,8611,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_24,exp1_t13,13,production,tabaco,flunar,disgust,11794,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_24,exp1_t14,14,production,lotería,clinero,happiness,16013,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_24,exp1_t15,15,production,hedor,fledor,disgust,8427,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_24,exp1_t16,16,production,mendigo,ploble,sadness,7647,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_25,exp1_t0,0,production,prisión,brizióm,fear,51814.2,20,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_25,exp1_t1,1,production,novio,donio,happiness,18434.9,20,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_25,exp1_t2,2,production,piojos,miotos,disgust,22354.5,20,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_25,exp1_t3,3,production,enfadado,erzababo,anger,34634.8,20,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_25,exp1_t4,4,production,carnaval,marnapal,happiness,45513.9,20,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_25,exp1_t5,5,production,insulto,impulto,anger,42151.2,20,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_25,exp1_t6,6,production,censura,semzuta,disgust,34614.6,20,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_25,exp1_t7,7,production,intruso,indruso,fear,14036.2,20,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_25,exp1_t8,8,production,añoranza,amotamsa,sadness,12439.5,20,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_25,exp1_t9,9,production,rumor,tudol,anger,17532.2,20,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_25,exp1_t10,10,production,mendigo,peltigo,sadness,86666.7,20,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_25,exp1_t11,11,production,tabaco,mataso,disgust,56395.5,20,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_25,exp1_t12,12,production,espada,ezbata,fear,32449.5,20,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_25,exp1_t13,13,production,veneno,tequeno,fear,42933.4,20,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_25,exp1_t14,14,production,basura,tacula,disgust,40631.3,20,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_25,exp1_t15,15,production,eufórico,eugoriko,happiness,19633.6,20,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_25,exp1_t16,16,production,lotería,pofemía,happiness,34369.8,20,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_25,exp1_t17,17,production,cadáver,katáber,sadness,17028.4,20,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_25,exp1_t18,18,production,pistola,pipola,fear,37814.5,20,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_25,exp1_t19,19,production,visión,pitión,happiness,29179.9,20,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_25,exp1_t20,20,production,enemigo,emeñido,anger,15971.1,20,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_25,exp1_t21,21,production,lejanía,pepalía,sadness,31495.8,20,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_26,exp1_t0,0,production,hedor,uror,disgust,5827.9,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_26,exp1_t1,1,production,cadáver,esfructo,sadness,15166.5,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_26,exp1_t2,2,production,lotería,urocia,happiness,15683.6,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_26,exp1_t3,3,production,prisión,miniol,fear,23899.6,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_26,exp1_t4,4,production,enfadado,fracios,anger,8274.9,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_26,exp1_t5,5,production,enemigo,ernizo,anger,6883.8,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_26,exp1_t6,6,production,pistola,ratul,fear,5683.3,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_26,exp1_t7,7,production,censura,recnuda,disgust,11164.1,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_26,exp1_t8,8,production,basura,viraun,disgust,11466.8,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_26,exp1_t9,9,production,tabaco,alaco,disgust,18167,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_26,exp1_t10,10,production,insulto,sejol,anger,7866.5,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_26,exp1_t11,11,production,veneno,alra,fear,5483.3,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_26,exp1_t12,12,production,rabia,alria,anger,4633.3,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_26,exp1_t13,13,production,carnaval,perion,happiness,3900.3,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_26,exp1_t14,14,production,ruina,feurna,sadness,9478.8,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_26,exp1_t15,15,production,intruso,esor,fear,6699.8,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_26,exp1_t16,16,production,eufórico,quiran,happiness,8050.4,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_26,exp1_t17,17,production,lejanía,ajiler,sadness,7983.5,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_26,exp1_t18,18,production,visión,jiren,happiness,13633.6,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_26,exp1_t19,19,production,mendigo,lensido,sadness,30722.9,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_26,exp1_t20,20,production,añoranza,alocanra,sadness,9603.5,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_26,exp1_t21,21,production,espada,etila,fear,7983.1,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_26,exp1_t22,22,production,piojos,solois,disgust,10567.2,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_27,exp1_t0,0,production,rabia,fandaia,anger,34566.2,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_27,exp1_t1,1,production,visión,ojastra,happiness,12134.3,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_27,exp1_t2,2,production,intruso,metondigo,fear,12619.3,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_27,exp1_t3,3,production,añoranza,teminio,sadness,12728.5,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_27,exp1_t4,4,production,mendigo,salpicho,sadness,8043.8,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_27,exp1_t5,5,production,prisión,jaulso,fear,9949.9,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_27,exp1_t6,6,production,veneno,muriusu,fear,20243,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_27,exp1_t7,7,production,censura,niegral,disgust,20988.2,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_27,exp1_t8,8,production,rumor,oyedo,anger,20741.8,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_27,exp1_t9,9,production,insulto,topisco,anger,7335.8,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_27,exp1_t10,10,production,lotería,binilda,happiness,19513.9,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_27,exp1_t11,11,production,novio,pochulo,happiness,9110.6,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_27,exp1_t12,12,production,cadáver,nufemo,sadness,13382.8,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_27,exp1_t13,13,production,eufórico,fischilo,happiness,8701,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_27,exp1_t14,14,production,espada,cadana,fear,14216.7,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_27,exp1_t15,15,production,basura,asquera,disgust,8233.8,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_27,exp1_t16,16,production,carnaval,filcafies,happiness,19679.2,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_27,exp1_t17,17,production,enemigo,maljuso,anger,8584.7,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_27,exp1_t18,18,production,piojos,buniyos,disgust,7591.7,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_27,exp1_t19,19,production,ruina,lisña,sadness,14543,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_27,exp1_t20,20,production,tabaco,fumingo,disgust,28767.7,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_27,exp1_t21,21,production,enfadado,fursivo,anger,8551.5,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_28,exp1_t0,0,production,censura,poibit,disgust,69342.6,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_28,exp1_t1,1,production,lotería,ifocas,happiness,73949.6,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_28,exp1_t2,2,production,ruina,abado,sadness,57659.8,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_28,exp1_t3,3,production,rabia,osade,anger,44175.8,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_28,exp1_t4,4,production,eufórico,finetucu,happiness,37344,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_28,exp1_t5,5,production,cadáver,tisere,sadness,14396,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_28,exp1_t6,6,production,mendigo,pobe,sadness,98499.5,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_28,exp1_t7,7,production,prisión,cerad,fear,20000.6,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_28,exp1_t8,8,production,visión,usorbi,happiness,19548.3,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_28,exp1_t9,9,production,insulto,gruche,anger,41099,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_28,exp1_t10,10,production,intruso,noconi,fear,52596,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_28,exp1_t11,11,production,lejanía,dislagi,sadness,36810.7,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_28,exp1_t12,12,production,hedor,asquere,disgust,31509.6,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_28,exp1_t13,13,production,tabaco,eniza,disgust,69440.5,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_28,exp1_t14,14,production,carnaval,muscar,happiness,22779.9,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_29,exp1_t0,0,production,enemigo,malífero,anger,85328.2,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_29,exp1_t1,1,production,prisión,jaucerrio,fear,123519.7,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_29,exp1_t2,2,production,carnaval,locfema,happiness,83680.4,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_29,exp1_t3,3,production,mendigo,bendigolo,sadness,24014.9,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_29,exp1_t4,4,production,rumor,famagute,anger,101348.2,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_29,exp1_t5,5,production,enfadado,suprafori,anger,74997.5,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_29,exp1_t6,6,production,veneno,pomedex,fear,78865,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_29,exp1_t7,7,production,intruso,foraño,fear,10450.6,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_29,exp1_t8,8,production,pistola,polodolo,fear,22427.5,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_29,exp1_t9,9,production,piojos,picaquiqui,disgust,44169.6,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_29,exp1_t10,10,production,novio,vesfasía,happiness,95854.6,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_29,exp1_t11,11,production,lotería,bombazar,happiness,122800.6,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_29,exp1_t12,12,production,lejanía,bondistatro,sadness,102266.9,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_29,exp1_t13,13,production,añoranza,miscrudiño,sadness,32799.4,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_29,exp1_t14,14,production,hedor,pestalmato,disgust,16466.9,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_29,exp1_t15,15,production,espada,kulumbo,fear,27507.7,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_29,exp1_t16,16,production,cadáver,koliterre,sadness,38590.9,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_29,exp1_t17,17,production,censura,novimion,disgust,59708.8,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_29,exp1_t18,18,production,eufórico,furasori,happiness,63692.8,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_29,exp1_t19,19,production,ruina,risquerra,sadness,12399.2,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_29,exp1_t20,20,production,insulto,mimagora,anger,100131.4,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_29,exp1_t21,21,production,visión,invismute,happiness,170030.8,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_29,exp1_t22,22,production,rabia,humulete,anger,48543.4,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_29,exp1_t23,23,production,tabaco,matapac,disgust,47848.7,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_30,exp1_t0,0,production,rabia,fratia,anger,41247.9,20,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_30,exp1_t1,1,production,mendigo,limondo,sadness,261014.1,20,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_30,exp1_t2,2,production,intruso,endiultro,fear,353116.4,20,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_30,exp1_t3,3,production,pistola,fustuleta,fear,102480.8,20,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_30,exp1_t4,4,production,insulto,imbrusto,anger,148129.1,20,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_30,exp1_t5,5,production,carnaval,caliberal,happiness,224213.2,20,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_30,exp1_t6,6,production,añoranza,nostueño,sadness,84988.8,20,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_30,exp1_t7,7,production,cadáver,mutredor,sadness,140579.9,20,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_30,exp1_t8,8,production,piojos,filopios,disgust,408427.5,20,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_30,exp1_t9,9,production,visión,ojilón,happiness,269371.9,20,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_30,exp1_t10,10,production,censura,ocultra,disgust,193085.5,20,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_30,exp1_t11,11,production,enfadado,angrietado,anger,63798.3,20,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_30,exp1_t12,12,production,hedor,sugror,disgust,18797.6,20,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_30,exp1_t13,13,production,eufórico,disfríonico,happiness,130597.7,20,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_30,exp1_t14,14,production,tabaco,cavianto,disgust,309965.4,20,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_30,exp1_t15,15,production,lotería,sortrelía,happiness,197378.5,20,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_30,exp1_t16,16,production,novio,nulio,happiness,637905.4,20,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_30,exp1_t17,17,production,enemigo,eniecido,anger,447542.8,20,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_30,exp1_t18,18,production,rumor,murmiro,anger,485634,20,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_30,exp1_t19,19,production,lejanía,cilenía,sadness,100265.6,20,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_30,exp1_t20,20,production,espada,ascada,fear,117979.7,20,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_30,exp1_t21,21,production,veneno,sénico,fear,68364.1,20,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_30,exp1_t22,22,production,basura,zatrusa,disgust,381528.4,20,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_31,exp1_t0,0,production,espada,afilespa,fear,60938.2,20,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_31,exp1_t1,1,production,insulto,maldesor,anger,160568.1,20,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_31,exp1_t2,2,production,novio,parejado,happiness,245710.8,20,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_31,exp1_t3,3,production,rumor,cotisme,anger,20612.3,20,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_31,exp1_t4,4,production,rabia,irestia,anger,38974.5,20,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_31,exp1_t5,5,production,añoranza,cariñar,sadness,71816.2,20,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_31,exp1_t6,6,production,hedor,malor,disgust,151435.6,20,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_31,exp1_t7,7,production,tabaco,fumizador,disgust,199691.9,20,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_31,exp1_t8,8,production,enemigo,nélico,anger,112711,20,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_31,exp1_t9,9,production,pistola,balera,fear,10762.5,20,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_31,exp1_t10,10,production,basura,residuera,disgust,80749.9,20,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_31,exp1_t11,11,production,enfadado,crespado,anger,73451.8,20,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_31,exp1_t12,12,production,intruso,inmerido,fear,238199.8,20,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_31,exp1_t13,13,production,eufórico,exclemético,happiness,145283.9,20,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_31,exp1_t14,14,production,prisión,deslusol,fear,117825.7,20,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_31,exp1_t15,15,production,veneno,desvición,fear,312735,20,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_31,exp1_t16,16,production,ruina,pultra,sadness,127023.9,20,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_31,exp1_t17,17,production,visión,vertó,happiness,168864.5,20,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_31,exp1_t18,18,production,lejanía,distajo,sadness,173247.4,20,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_32,exp1_t0,0,production,visión,solivor,happiness,6431.9,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_32,exp1_t1,1,production,eufórico,nefuvo,happiness,93069.8,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_32,exp1_t2,2,production,mendigo,vadingo,sadness,26918.4,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_32,exp1_t3,3,production,piojos,tulpoco,disgust,10751.1,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_32,exp1_t4,4,production,enemigo,gememo,anger,42035.4,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_32,exp1_t5,5,production,pistola,atolpis,fear,56986,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_32,exp1_t6,6,production,rumor,budor,anger,19499,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_32,exp1_t7,7,production,lotería,toreli,happiness,124769.9,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_32,exp1_t8,8,production,cadáver,abapred,sadness,79533.5,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_32,exp1_t9,9,production,hedor,fruna,disgust,27801.6,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_32,exp1_t10,10,production,prisión,pledoria,fear,12249.9,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_32,exp1_t11,11,production,veneno,mededo,fear,64770.5,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_32,exp1_t12,12,production,intruso,zimbato,fear,6101,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_32,exp1_t13,13,production,basura,yandur,disgust,62785.9,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_32,exp1_t14,14,production,carnaval,frenilar,happiness,33319,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_32,exp1_t15,15,production,añoranza,montiva,sadness,15268.3,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_32,exp1_t16,16,production,ruina,zotu,sadness,11382.4,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_32,exp1_t17,17,production,insulto,arsolto,anger,31233.5,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_32,exp1_t18,18,production,censura,crofasia,disgust,9684.9,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_32,exp1_t19,19,production,lejanía,draxio,sadness,83384.4,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_32,exp1_t20,20,production,enfadado,asdapro,anger,51085.6,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_32,exp1_t21,21,production,tabaco,zimbato,disgust,111553.8,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_33,exp1_t0,0,production,novio,dienbi,happiness,12466.6,18,female,keypress
